id	createDate	creator_id	discussionCategory
1645	1279986138120	11179	MARKET_COMMENTARY
1646	1280167430723	13406	QUESTION
1647	1280209441800	21087	QUESTION
1648	1280241834137	2376	QUESTION
1649	1280289790151	1265	QUESTION
1651	1280315132991	17414	TECHNICAL_ANALYSIS
1652	1280335246910	18301	TECHNICAL_INDICATOR
1653	1280373308433	18728	QUESTION
1654	1280381143587	18061	QUESTION
1656	1280472288100	21087	QUESTION
1657	1280588095047	11179	MARKET_COMMENTARY
1659	1280776403922	3274	POLL
1660	1280816313005	2376	POLL
1661	1280835798203	11179	QUESTION
1662	1281021862770	16639	MARKET_COMMENTARY
1663	1281027893718	1337	QUESTION
1664	1281047274707	23568	QUESTION
1671	1281219888767	21492	QUESTION
1672	1281371870696	1372	POSITION
1673	1281372589312	8155	MARKET_COMMENTARY
1674	1281388905523	18528	QUESTION
1675	1281446101807	16639	POSITION
1676	1281446135023	16639	POSITION
1677	1281446163219	16639	POSITION
1678	1281498526820	1372	MARKET_COMMENTARY
1679	1281499018631	1372	POLL
1680	1281499283886	1372	POLL
1681	1281501510197	8	POSITION
1682	1281540472287	2376	QUESTION
1684	1281629219647	16639	QUESTION
1685	1281640066647	23833	QUESTION
1686	1281687612771	16639	POLL
1687	1281709568424	12558	QUESTION
1688	1281872962766	21328	POLL
1689	1281906144774	331	QUESTION
1690	1282049810338	18528	QUESTION
1691	1282070566383	11179	MARKET_COMMENTARY
1692	1282121494778	13529	QUESTION
1693	1282146538841	13602	QUESTION
1694	1282162046946	22597	QUESTION
1695	1282165767263	22597	QUESTION
1696	1282231977436	24596	TECHNICAL_INDICATOR
1697	1282233125706	24596	QUESTION
1698	1282253740074	24627	MARKET_COMMENTARY
1700	1282308069560	16040	QUESTION
1701	1282314052505	92	MARKET_COMMENTARY
1702	1282316014169	24410	QUESTION
1703	1282474473114	22597	QUESTION
1704	1282508538854	16172	QUESTION
1705	1282587146360	13529	QUESTION
1706	1282634510036	24505	POSITION
1707	1282637678203	13529	QUESTION
1708	1282650036396	13529	QUESTION
1709	1282683838394	14600	TECHNICAL_ANALYSIS
1710	1282686021445	24901	QUESTION
1711	1282863769410	25069	QUESTION
1713	1282876860404	22285	QUESTION
1714	1282922704717	2376	QUESTION
1716	1282945233174	3208	POSITION
1717	1282946186582	3208	POSITION
1718	1283011495958	25167	QUESTION
1719	1283011566097	25167	QUESTION
1720	1283023104903	25167	QUESTION
1721	1283045944710	3208	QUESTION
1722	1283103046146	9325	QUESTION
1723	1283251434918	331	QUESTION
1724	1283268346555	11179	MARKET_COMMENTARY
1725	1283347867482	1372	QUESTION
1726	1283358313451	25292	QUESTION
1728	1283488506735	23557	QUESTION
1729	1283520286444	25197	POSITION
1730	1283715421211	16172	QUESTION
1731	1283775498883	23075	MARKET_COMMENTARY
1732	1283790488605	25251	POLL
1733	1283930496777	13529	QUESTION
1735	1283971752239	9169	MARKET_COMMENTARY
1736	1283978213035	331	QUESTION
1737	1284012396400	13529	QUESTION
1739	1284050326648	13529	QUESTION
1740	1284072487269	9884	QUESTION
1741	1284133510971	3208	QUESTION
1742	1284152541101	13529	QUESTION
1744	1284223115469	22597	QUESTION
1745	1284326558038	13529	QUESTION
1746	1284326634963	13529	QUESTION
1747	1284368473071	25907	QUESTION
1748	1284370348938	25616	FEED_ITEM
1749	1284407164121	1	QUESTION
1750	1284523837150	25907	MARKET_COMMENTARY
1751	1284560596302	22285	QUESTION
1752	1284583377695	25424	QUESTION
1753	1284760435714	9884	QUESTION
1754	1284917300035	17066	QUESTION
1757	1285171600949	26048	QUESTION
1758	1285199592410	26296	QUESTION
1759	1285339617274	25693	MARKET_COMMENTARY
1760	1285341142588	23682	QUESTION
1761	1285427940579	24262	QUESTION
1762	1285437486648	428	QUESTION
1764	1285464744172	2376	QUESTION
1765	1285473212986	24695	QUESTION
1767	1285600623158	25693	MARKET_COMMENTARY
1768	1285679816521	25693	QUESTION
1770	1285747149105	25900	QUESTION
1771	1285761999981	25693	MARKET_COMMENTARY
1772	1285841355062	25342	POSITION
1773	1285853689335	24262	QUESTION
1774	1285968625004	2376	MARKET_COMMENTARY
1775	1286051650725	3208	QUESTION
1776	1286093727047	19373	QUESTION
1777	1286386339653	2376	TECHNICAL_ANALYSIS
1778	1286392236177	22624	QUESTION
1779	1286501480057	2376	QUESTION
1781	1286767698478	26317	QUESTION
1782	1286778632530	586	POSITION
1783	1286805423285	16312	QUESTION
1784	1286826472522	25424	QUESTION
1785	1286882866491	11834	MARKET_COMMENTARY
1786	1286892852151	24169	POSITION
1787	1286893084339	24169	POSITION
1788	1286895300686	25693	POLL
1791	1286966983179	16985	QUESTION
1792	1287002663085	24169	POLL
1793	1287021433490	26317	QUESTION
1795	1287104367752	428	QUESTION
1796	1287168961348	6376	QUESTION
1797	1287175715867	22457	QUESTION
1798	1287182263761	181	QUESTION
1800	1287507582346	2376	MARKET_COMMENTARY
1801	1287509590503	498	QUESTION
1804	1287737140008	16639	QUESTION
1805	1287761230150	26816	MARKET_COMMENTARY
1806	1287831525299	2764	QUESTION
1808	1287977393080	27315	POSITION
1809	1288021901077	27437	POSITION
1810	1288044827093	20610	QUESTION
1812	1288128396355	27516	QUESTION
1813	1288360798312	27619	TECHNICAL_ANALYSIS
1814	1288363856538	2999	QUESTION
1815	1288629549533	30	QUESTION
1816	1288726082367	25424	QUESTION
1817	1288797934824	2376	MARKET_COMMENTARY
1818	1288826875439	25424	QUESTION
1821	1289213277954	28067	POSITION
1824	1289280983854	28067	MARKET_COMMENTARY
1825	1289280991142	28067	MARKET_COMMENTARY
1826	1289305091559	28067	QUESTION
1827	1289381982051	28067	QUESTION
1828	1289482260487	28505	POLL
1829	1289482270134	28505	POLL
1830	1289591006028	25523	QUESTION
1831	1289804648776	10688	POLL
1832	1289824596220	862	QUESTION
1833	1289834933209	10688	POSITION
1834	1289836121288	10688	QUESTION
1835	1289837963981	10688	POSITION
1836	1289845069374	10688	QUESTION
1837	1289861787035	10688	QUESTION
1839	1289910060151	10688	POLL
1840	1289945421550	10688	QUESTION
1841	1290040628461	17560	POSITION
1842	1290086987816	10688	MARKET_COMMENTARY
1843	1290087176885	10688	QUESTION
1844	1290087582391	10688	POLL
1845	1290180412200	3208	QUESTION
1846	1290224200123	428	QUESTION
1849	1290480561548	119	MARKET_COMMENTARY
1851	1290530829879	16639	POLL
1852	1290533100380	24683	QUESTION
1853	1290560963067	28505	POLL
1854	1290582165626	12001	QUESTION
1855	1290607686812	9356	QUESTION
1856	1290623474624	10688	MARKET_COMMENTARY
1857	1290623941072	10688	POLL
1858	1290636252988	9045	QUESTION
1859	1290738739810	10688	MARKET_COMMENTARY
1860	1290738978999	10688	MARKET_COMMENTARY
1861	1290739064801	10688	MARKET_COMMENTARY
1862	1290753567942	428	QUESTION
1863	1290791046026	10688	QUESTION
1864	1290869417257	25523	POLL
1865	1290871196083	25523	QUESTION
1866	1290940888212	6376	QUESTION
1867	1290967612100	10688	QUESTION
1868	1290968149441	10688	QUESTION
1869	1291017848906	13602	QUESTION
1870	1291048574104	27315	QUESTION
1871	1291063313850	9024	QUESTION
1874	1291182269911	428	QUESTION
1875	1291209777735	227	QUESTION
1876	1291287451085	10688	MARKET_COMMENTARY
1877	1291304508910	25523	QUESTION
1878	1291394049512	10688	MARKET_COMMENTARY
1879	1291394174743	10688	MARKET_COMMENTARY
1880	1291569481371	23085	POLL
1881	1291627409407	2764	QUESTION
1883	1291761622288	13604	POLL
1884	1291832969095	23085	QUESTION
1885	1291929172365	1372	QUESTION
1886	1291935661820	29444	TECHNICAL_ANALYSIS
1887	1292298331532	1372	QUESTION
1888	1292304357637	9024	TECHNICAL_ANALYSIS
1889	1292540023348	27724	QUESTION
1892	1292868710877	119	MARKET_COMMENTARY
1893	1292939370289	10688	MARKET_COMMENTARY
1894	1292957900060	10688	MARKET_COMMENTARY
1895	1293008201745	30066	QUESTION
1896	1293059745769	26388	QUESTION
1897	1293087185084	30066	QUESTION
1898	1293112665663	16639	QUESTION
1899	1293156802070	6376	TECHNICAL_ANALYSIS
1900	1293424665034	10688	MARKET_COMMENTARY
1901	1293592648992	9137	POSITION
1902	1293593289351	9137	POSITION
1903	1293593645296	9137	POSITION
1904	1293613849561	586	QUESTION
1905	1293675466139	27724	QUESTION
1906	1293776279679	13604	QUESTION
1907	1293778576961	4796	TECHNICAL_ANALYSIS
1908	1293795290847	25167	TECHNICAL_ANALYSIS
1909	1293795873695	25167	MARKET_COMMENTARY
1910	1293859132185	30225	QUESTION
1911	1293935774515	30225	QUESTION
1912	1293937497523	30225	QUESTION
1913	1293947150094	10688	MARKET_COMMENTARY
1914	1293953337339	30313	POSITION
1915	1293953458053	30313	POSITION
1916	1293984452630	10688	TECHNICAL_ANALYSIS
1917	1293991090278	27724	QUESTION
1918	1293996179710	4778	MARKET_COMMENTARY
1919	1294010012690	2420	MARKET_COMMENTARY
1920	1294034586816	30225	QUESTION
1925	1294069489882	15468	FEED_ITEM
1926	1294097554813	10688	TECHNICAL_INDICATOR
1927	1294097572230	10688	TECHNICAL_INDICATOR
1930	1294213615595	1700	MARKET_COMMENTARY
1931	1294268671602	7687	QUESTION
1932	1294290212528	30480	MARKET_COMMENTARY
1933	1294298840305	17171	QUESTION
1934	1294304166950	428	QUESTION
1935	1294304269715	428	QUESTION
1936	1294306335427	10688	TECHNICAL_INDICATOR
1937	1294383262381	1308	TECHNICAL_ANALYSIS
1938	1294396586778	30544	QUESTION
1939	1294419048028	1700	MARKET_COMMENTARY
1940	1294425040388	16639	QUESTION
1941	1294499860212	10688	MARKET_COMMENTARY
1942	1294595786799	15008	QUESTION
1943	1294613355828	30480	QUESTION
1944	1294711190043	28971	QUESTION
1945	1294715025780	10688	MARKET_COMMENTARY
1946	1294760732303	26388	QUESTION
1947	1294770395484	10688	MARKET_COMMENTARY
1948	1294802393445	10688	MARKET_COMMENTARY
1949	1294809168630	10688	MARKET_COMMENTARY
1951	1295054710907	10688	TECHNICAL_INDICATOR
1952	1295055429322	10688	TECHNICAL_INDICATOR
1954	1295217873909	30480	QUESTION
1955	1295222826475	30783	TECHNICAL_INDICATOR
1957	1295309981417	27724	QUESTION
1958	1295351544370	16639	QUESTION
1961	1295424757207	30561	POSITION
1962	1295448030864	22425	QUESTION
1963	1295494812687	30066	POLL
1964	1295517614067	16639	POLL
1965	1295548010644	16639	QUESTION
1966	1295575201731	10688	MARKET_COMMENTARY
1967	1295906432246	14346	QUESTION
1968	1295978071274	13695	QUESTION
1969	1296024717772	1700	POLL
1970	1296164943593	30281	QUESTION
1971	1296169892181	6376	TECHNICAL_ANALYSIS
1972	1296252826150	10688	MARKET_COMMENTARY
1973	1296427774257	24442	QUESTION
1974	1296427777704	24442	QUESTION
1975	1296451180361	10688	MARKET_COMMENTARY
1977	1296473928020	21585	POLL
1978	1296490879534	1	QUESTION
1979	1296495234025	12580	QUESTION
1980	1296508894789	6376	QUESTION
1981	1296534308142	7331	TECHNICAL_ANALYSIS
1982	1296534522518	7331	TECHNICAL_INDICATOR
1983	1296615028260	7331	TECHNICAL_INDICATOR
1984	1296790575053	7331	TECHNICAL_INDICATOR
1985	1296876222930	7331	TECHNICAL_INDICATOR
1986	1297061040640	30480	QUESTION
1987	1297103956935	28514	QUESTION
1988	1297126794879	7331	TECHNICAL_INDICATOR
1989	1297222263143	7331	TECHNICAL_INDICATOR
1990	1297278633971	28971	QUESTION
1991	1297395315965	7331	TECHNICAL_INDICATOR
1992	1297474142007	7331	TECHNICAL_INDICATOR
1993	1297734667866	7331	TECHNICAL_INDICATOR
1994	1297785939971	30066	POSITION
1995	1297824635000	7331	TECHNICAL_INDICATOR
1996	1297903967567	7331	QUESTION
1997	1297997075620	30496	POLL
1998	1298052336085	1372	QUESTION
1999	1298153937472	26025	QUESTION
2000	1298242436756	24758	POSITION
2001	1298305977346	30066	POSITION
2002	1298306123447	30066	POSITION
2003	1298620540378	8458	QUESTION
2004	1298622230644	1700	MARKET_COMMENTARY
2005	1298691367737	7331	TECHNICAL_INDICATOR
2006	1298885530202	19043	POLL
2007	1298996552181	31323	POSITION
2008	1299111761923	30066	POSITION
2009	1299152106956	19043	POLL
2010	1299167059016	12580	QUESTION
2011	1299545007371	31170	QUESTION
2012	1299590866335	8458	QUESTION
2013	1299616443439	15655	POSITION
2014	1299634687665	23085	QUESTION
2015	1299724355861	1700	QUESTION
2016	1299847706773	30496	POLL
2017	1299914715015	7331	TECHNICAL_INDICATOR
2018	1300061695849	31601	QUESTION
2019	1300124100286	16193	QUESTION
2020	1300554155329	16193	QUESTION
2021	1300581039324	14782	POLL
2023	1300629687783	30480	QUESTION
2024	1300704716462	1917	QUESTION
2026	1301850739817	498	QUESTION
2027	1302059425813	7331	TECHNICAL_INDICATOR
2028	1302231216946	32412	NEWSREPORT
2029	1302341326687	19043	QUESTION
2030	1302509997136	30812	POLL
2031	1302617489198	32488	QUESTION
2032	1302704805237	17957	POSITION
2033	1302877785186	29839	POSITION
2034	1303037664378	32473	QUESTION
2037	1303479539054	17957	POSITION
2038	1303479742826	17957	POSITION
2039	1303479753589	17957	POSITION
2040	1303807320175	26025	QUESTION
2041	1303813184488	8458	QUESTION
2042	1304117080079	16193	QUESTION
2044	1304308240357	30943	QUESTION
2045	1304330001737	26025	QUESTION
2046	1304375098478	17943	QUESTION
2050	1304980115581	26025	QUESTION
2051	1305151208879	16193	QUESTION
2054	1305451499170	19043	QUESTION
2056	1305514853779	6272	POSITION
2058	1305853739836	14600	TECHNICAL_ANALYSIS
2059	1305892194573	33272	QUESTION
2061	1307043915207	15597	POLL
2062	1307043918426	15597	POLL
2063	1307416290786	33462	QUESTION
2064	1308171560289	19373	TECHNICAL_INDICATOR
2065	1308590144105	33722	POSITION
2067	1308831578537	30988	POSITION
2068	1308915416987	30988	POSITION
2069	1308919823959	2922	QUESTION
2070	1309066254649	14969	QUESTION
2071	1309197088742	15247	QUESTION
2073	1309476015962	33722	QUESTION
2074	1309483489471	18319	POSITION
2075	1309917273010	25523	QUESTION
2076	1310572500569	4778	POLL
2077	1311089826013	33668	POSITION
2078	1311151396088	5015	QUESTION
2079	1311151402991	5015	QUESTION
2081	1312892552695	35263	POLL
2082	1313037500383	1372	QUESTION
2083	1313037502620	1372	QUESTION
2084	1313050670901	32877	QUESTION
2085	1313073687140	31403	POSITION
2086	1313169922544	9045	TECHNICAL_INDICATOR
2087	1313545283479	35145	QUESTION
2088	1314315863095	612	QUESTION
2089	1315574802469	35445	QUESTION
2090	1315574803478	35445	QUESTION
2092	1317861278987	19680	QUESTION
2093	1317979974286	32877	QUESTION
2094	1320391352055	8	POLL
2095	1320801035517	33638	QUESTION
2096	1320928521804	36468	QUESTION
2097	1321210150664	19043	QUESTION
2098	1321428119929	19680	QUESTION
2099	1321451251301	9356	QUESTION
2100	1322668965758	30566	QUESTION
2101	1322681389668	36147	NEWSREPORT
2103	1324367629460	37190	QUESTION
2104	1325884524914	9045	QUESTION
2106	1326128063893	36100	QUESTION
2110	1327373513478	19900	QUESTION
2111	1327551535885	36320	QUESTION
2112	1327595997962	30566	QUESTION
2113	1328578032901	428	QUESTION
2114	1328578075835	428	QUESTION
2116	1328655143090	30480	QUESTION
2117	1330358280783	21328	MARKET_COMMENTARY
2118	1330789431581	15409	MARKET_COMMENTARY
2119	1331562171259	12580	QUESTION
2121	1332828792367	8458	QUESTION
2122	1333942263504	34396	QUESTION
2123	1334863120558	40618	TECHNICAL_ANALYSIS
2124	1335086283630	40618	MARKET_COMMENTARY
2125	1335086658403	40618	TECHNICAL_ANALYSIS
2126	1335188216177	40618	QUESTION
2127	1337094587936	40618	QUESTION
2129	1337198542012	40586	QUESTION
2133	1338048057477	1577	POLL
2134	1338213780573	26158	MARKET_COMMENTARY
2135	1338220236108	42859	POSITION
2136	1338813188815	30476	QUESTION
2138	1339468015248	23682	QUESTION
2139	1340229589867	43431	POSITION
2140	1342284381479	19882	POLL
2142	1343497308560	39734	QUESTION
2143	1343751037047	39734	QUESTION
2145	1344751830190	7331	MARKET_COMMENTARY
2146	1345957961983	7331	MARKET_COMMENTARY
2147	1346563890351	7331	MARKET_COMMENTARY
2148	1349657940886	40618	MARKET_COMMENTARY
2149	1349658127382	40618	MARKET_COMMENTARY
2150	1349658219453	40618	MARKET_COMMENTARY
2151	1349658353968	40618	TECHNICAL_ANALYSIS
2152	1349658435200	40618	TECHNICAL_ANALYSIS
2153	1349658504020	40618	TECHNICAL_ANALYSIS
2154	1349702094955	40618	TECHNICAL_ANALYSIS
2155	1349836226910	42404	QUESTION
2156	1349910160212	40618	POLL
2157	1350177576635	7331	TECHNICAL_ANALYSIS
2158	1350248326872	40618	QUESTION
2159	1350248517500	40618	MARKET_COMMENTARY
2160	1350718990723	20969	QUESTION
2161	1350807106242	46002	QUESTION
2164	1351861084559	45432	QUESTION
2165	1354144597105	9045	QUESTION
2166	1354835963636	9045	QUESTION
2167	1355092786614	37605	MARKET_COMMENTARY
2168	1355375578052	9045	QUESTION
2170	1355463165878	9045	QUESTION
2173	1355463375902	9045	QUESTION
2185	1355583851147	46568	QUESTION
2190	1355590206199	47070	QUESTION
2191	1355753790102	45432	QUESTION
2192	1356659693662	44603	QUESTION
2194	1360924147318	30480	QUESTION
2195	1361565394927	1	QUESTION
2196	1361871580657	13230	QUESTION
2198	1362185240939	40804	QUESTION
2202	1363022433578	22285	QUESTION
2203	1363149641533	45870	QUESTION
2204	1363756101575	35032	QUESTION
2205	1363790430914	47436	TECHNICAL_ANALYSIS
2206	1364152909934	1	QUESTION
2208	1364229463884	46494	QUESTION
2209	1364573902895	41447	QUESTION
2210	1365244638914	47436	TECHNICAL_ANALYSIS
2211	1365375847265	47436	TECHNICAL_ANALYSIS
2212	1366707921024	37605	MARKET_COMMENTARY
2214	1367505885503	35032	QUESTION
2215	1368053271312	47436	MARKET_COMMENTARY
2216	1368186288287	44603	QUESTION
2217	1368410962410	47436	TECHNICAL_ANALYSIS
2219	1368460680502	47436	TECHNICAL_ANALYSIS
2221	1368545765716	47436	TECHNICAL_ANALYSIS
2222	1368934470898	49560	QUESTION
2223	1369237622560	47436	TECHNICAL_ANALYSIS
2224	1369240439269	47436	TECHNICAL_ANALYSIS
2225	1369305313410	47436	TECHNICAL_ANALYSIS
2226	1369989624800	47436	TECHNICAL_ANALYSIS
2227	1370210107758	35654	QUESTION
2228	1370256624224	45695	QUESTION
2229	1370574013341	47436	TECHNICAL_ANALYSIS
2230	1371035469684	50076	QUESTION
2231	1371065910791	50023	QUESTION
2232	1371103066798	50061	TECHNICAL_ANALYSIS
2233	1371280478482	50061	TECHNICAL_ANALYSIS
2234	1371423640262	47436	MARKET_COMMENTARY
2236	1371556499887	49882	QUESTION
2240	1373106584597	50061	TECHNICAL_ANALYSIS
2242	1373417847112	50061	TECHNICAL_ANALYSIS
2245	1376931752321	37862	QUESTION
2246	1378246830056	36091	QUESTION
2247	1378339107891	40618	MARKET_COMMENTARY
2248	1378591691467	40618	MARKET_COMMENTARY
2249	1379615414107	40618	MARKET_COMMENTARY
2250	1379790646970	40618	MARKET_COMMENTARY
2252	1379940077902	47995	QUESTION
2254	1383178258888	35123	QUESTION
2255	1383337782568	52522	POSITION
2256	1388268644089	37741	QUESTION
